"lwage","educ","exper","expersq","IQ","KWW","fatheduc","motheduc","black","south","smsa","nearc2","nearc4","momdad14","sinmom14","step14","south66","smsa66","libcrd14","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669","married_2","married_3","married_4","married_5","married_6","IQ_missing","KWW_missing","fatheduc_missing","motheduc_missing","married_missing","libcrd14_missing"
"5.3798971176147496","11","13","169","74","27","11","6","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.7957057952880904","16","9","81","116","43","10","8","1","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"5.7037830352783203","14","4","16","103","36","15","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"5.8464388847351101","12","16","256","93","40","12","8","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4892048835754403","14","9","81","100","35","10","12","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.3543701171875","10","10","100","91","24","8","8","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.4754328727722203","12","14","196","88","35","8","8","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.8501257896423304","18","8","64","103","43","12","13","0","1","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.4199948310852104","18","10","100","114","50","10","8","0","0","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.5875501632690403","15","11","121","111","37","5","14","0","0","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4035739898681596","12","10","100","103","44","14","12","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.5410299301147496","12","14","196","95","44","11","12","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7.2442269325256303","18","10","100","132","44","14","13","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.7037830352783203","12","8","64","103","27","7","12","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"7.4955420494079599","18","8","64","109","38","16","16","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6.0234479904174796","12","7","49","108","43","11","12","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4488887786865199","14","9","81","102","45","10","16","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"5.3375377655029297","12","7","49","106","30","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.1246829032897896","12","7","49","104","40","10","11","1","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"6.7141699790954599","16","2","4","119","24","10","10","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3578419685363796","18","10","100","122","47","10","12","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"5.5412640571594203","11","11","121","90","32","6","10","0","0","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.8690137863159197","16","8","64","118","47","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.8501257896423304","10","15","225","105","37","8","6","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7.0440330505371103","18","10","100","115","43","8","11","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.78074407577515","6","15","225","103","16","2","6","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"5.4595861434936497","11","7","49","65","27","6","12","1","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6.90775489807129","12","16","256","120","45","11","10","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.1758670806884801","9","11","121","86","31","10","12","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"6.4361510276794398","15","11","121","109","39","10","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4769730567932102","11","17","289","72","36","8","10","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.8406410217285201","12","6","36","103","31","10","10","1","0","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0"
"5.9401707649231001","16","2","4","103","34","12","10","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"5.8664679527282697","12","6","36","101","25","12","11","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4907240867614702","13","6","36","105","29","10","12","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"6.4313311576843297","17","5","25","136","48","10","10","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.0867748260498002","12","7","49","101","40","10","11","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.60394382476807","12","8","64","96","34","12","10","1","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"5.6347889900207502","11","14","196","103","36","5","5","1","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.0730438232421902","10","8","64","103","34","5","12","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"6.5581979751586896","12","9","81","101","34","10","8","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.0520892143249503","12","9","81","91","32","10","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3473892211914098","12","6","36","103","35","10","4","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"6.2878580093383798","16","8","64","115","52","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.60664987564087","16","10","100","113","49","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.5117449760437003","13","13","169","123","43","10","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.6450910568237296","12","16","256","95","36","10","10","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3835067749023402","12","6","36","102","26","10","10","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.3612918853759801","9","9","81","103","15","12","11","1","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"7.3543620109558097","16","12","144","145","50","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.65157222747803","16","6","36","114","35","11","11","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3969302177429199","12","8","64","113","35","8","9","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.5410299301147496","18","0","0","103","24","16","16","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"6.3456358909606898","13","12","144","93","40","8","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6.0707378387451199","14","8","64","103","38","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"6.2878580093383798","15","7","49","119","37","12","12","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6.4409470558166504","12","7","49","108","35","12","9","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.1758670806884801","8","17","289","103","35","12","11","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.3007860183715803","12","8","64","72","26","6","11","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3561081886291504","12","7","49","86","34","12","9","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.5510802268981898","16","3","9","123","42","14","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.6694979667663601","16","6","36","103","38","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.9196839332580602","17","4","16","101","42","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.6306829452514604","12","6","36","103","30","12","10","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.3985948562622097","14","9","81","105","41","12","16","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"5.64544677734375","12","6","36","103","34","10","12","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0"
"5.5214610099792498","12","6","36","103","29","12","12","0","0","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"6.2146081924438503","12","8","64","95","33","10","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3099179267883301","11","14","196","98","41","8","6","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7.0414118766784703","12","7","49","103","27","8","6","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.6970338821411097","18","7","49","115","39","8","8","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5.7462029457092303","12","10","100","60","20","10","9","1","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"6.5944128036498997","18","1","1","135","36","10","4","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.4377517700195304","16","3","9","132","35","9","10","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3767271041870099","14","4","16","106","33","16","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.9269261360168501","14","6","36","113","28","12","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.7056388854980504","16","7","49","102","43","14","11","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.7627301216125497","14","10","100","91","32","15","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.8579330444335902","15","7","49","104","30","12","12","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.3082680702209499","13","5","25","103","22","12","12","0","1","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.2245578765869096","13","13","169","97","43","16","16","0","1","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.7044138908386204","17","7","49","125","41","12","13","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4377517700195304","18","2","4","123","41","14","12","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.6450910568237296","18","8","64","128","35","16","16","0","0","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.2146081924438503","17","4","16","133","38","16","17","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.4281048774719203","17","4","16","114","32","12","8","0","0","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4769730567932102","12","12","144","103","40","10","8","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.6450910568237296","18","4","16","130","36","10","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.2383251190185502","12","8","64","97","33","10","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4377517700195304","18","7","49","132","46","12","13","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7.0130162239074698","14","11","121","98","41","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.5806388854980504","13","9","81","108","41","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7.0509901046752903","14","12","144","107","44","13","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.7178049087524396","18","10","100","129","40","18","18","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.8276290893554696","16","12","144","103","56","14","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.9810061454772896","17","5","25","132","42","14","17","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4377517700195304","12","15","225","101","37","10","8","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.1312270164489702","13","8","64","92","24","10","8","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.8023948669433603","14","4","16","108","39","8","12","1","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.5250301361084002","18","5","25","132","34","8","9","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6.0185928344726598","12","6","36","103","20","10","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.4377517700195304","13","8","64","106","35","12","15","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.9127430915832502","18","8","64","123","46","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.5861721038818404","11","7","49","109","24","9","11","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.6200728416442898","15","6","36","103","35","8","11","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.2709879875183097","14","9","81","108","33","10","8","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.87935590744019","17","6","36","122","47","8","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.1569790840148899","12","8","64","109","36","12","12","0","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.7838249206543004","12","6","36","102","35","12","12","0","0","1","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.7742238044738796","12","16","256","109","44","10","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.4377517700195304","13","15","225","100","40","9","10","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.8200831413268999","12","8","64","93","29","8","10","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.1758670806884801","16","5","25","115","37","5","5","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4769730567932102","9","14","196","103","34","5","12","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0"
"5.9480347633361799","16","3","9","103","39","5","4","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"6.8690137863159197","18","6","36","125","50","15","14","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4216217994689897","16","7","49","106","31","13","12","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.55393409729004","14","8","64","113","43","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4536252021789604","14","11","121","122","41","10","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"5.2983169555664098","12","10","100","103","35","10","11","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"6.7056388854980504","12","9","81","116","43","10","10","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3578419685363796","14","6","36","116","39","10","12","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.14418601989746","17","3","9","105","34","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.8287119865417498","16","7","49","103","39","10","12","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"6.6758232116699201","16","9","81","112","38","12","12","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4536252021789604","14","8","64","113","32","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.3456358909606898","12","7","49","103","22","10","12","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0"
"6.5581979751586896","16","7","49","94","37","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.4536252021789604","14","8","64","103","40","12","9","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.5424718856811497","12","12","144","102","36","10","12","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.4216217994689897","13","15","225","109","47","10","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.1355648040771502","16","4","16","130","34","15","10","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.7627301216125497","12","16","256","105","45","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.6025881767272896","18","9","81","134","46","12","12","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7.2442269325256303","12","7","49","103","39","8","14","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6.6945619583129901","12","13","169","105","43","10","7","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.4831080436706499","16","4","16","104","36","11","12","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.7037830352783203","12","7","49","112","35","10","12","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6.3578419685363796","16","8","64","115","37","8","10","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5.5797300338745099","16","2","4","103","44","10","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"6.3868789672851598","18","7","49","117","33","8","8","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.7838249206543004","17","3","9","114","29","12","8","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5.9532427787780797","16","2","4","118","37","12","8","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.90775489807129","18","1","1","107","32","12","12","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6.1420369148254403","18","4","16","120","49","8","11","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.0867748260498002","16","6","36","131","43","16","18","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6.4377517700195304","16","5","25","124","40","16","17","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
