"lwage","wage","educ","exper","expersq","IQ","KWW","black","married","south","smsa","fatheduc","motheduc","nearc2","nearc4","momdad14","sinmom14","step14","south66","smsa66","libcrd14","reg661","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669"
"6.4313311576843297","621","17","5","25","136","48","0","1","0","1","10","10","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.0867748260498002","440","12","7","49","101","40","0","1","0","1","10","11","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.60394382476807","738","12","8","64","96","34","1","6","0","1","12","10","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.6347889900207502","280","11","14","196","","36","1","1","1","0","5","5","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"6.0730438232421902","434","10","8","64","","34","0","1","0","1","5","","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5581979751586896","705","12","9","81","101","34","0","1","0","1","","8","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.0520892143249503","425","12","9","81","91","32","0","1","0","1","10","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3473892211914098","571","12","6","36","","35","0","1","0","1","","4","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.2878580093383798","538","16","8","64","115","52","0","6","0","1","12","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.60664987564087","740","16","10","100","113","49","0","1","0","1","12","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5117449760437003","673","13","13","169","123","43","0","1","0","1","10","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6450910568237296","769","12","16","256","95","36","0","1","0","1","10","10","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3835067749023402","592","12","6","36","102","26","0","1","0","1","10","10","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.3612918853759801","213","9","9","81","","15","1","6","0","1","12","11","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"7.3543620109558097","1563","16","12","144","145","50","0","1","0","1","12","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.65157222747803","774","16","6","36","114","35","0","1","0","1","11","11","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3969302177429199","600","12","8","64","113","35","0","1","1","1","8","9","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"6.5410299301147496","693","18","0","0","","24","0","6","0","1","16","16","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3456358909606898","570","13","12","144","93","40","0","5","0","1","8","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.0707378387451199","433","14","8","64","","38","0","5","0","1","12","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.2878580093383798","538","15","7","49","119","37","0","2","0","1","12","12","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"6.4409470558166504","627","12","7","49","108","35","0","6","0","1","12","9","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.1758670806884801","481","8","17","289","","35","0","1","0","1","12","11","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3007860183715803","545","12","8","64","72","26","0","1","0","1","6","11","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3561081886291504","576","12","7","49","86","34","0","1","0","1","12","9","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5510802268981898","700","16","3","9","123","42","0","1","0","1","14","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6694979667663601","788","16","6","36","103","38","0","1","0","1","12","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.9196839332580602","1012","17","4","16","101","42","0","1","0","1","12","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6306829452514604","758","12","6","36","","30","0","1","0","1","12","10","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3985948562622097","601","14","9","81","105","41","0","6","0","1","12","16","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.64544677734375","283","12","6","36","","34","0","6","0","1","","12","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.5214610099792498","250","12","6","36","","29","0","6","0","1","12","12","1","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0"
"6.2146081924438503","500","12","8","64","95","33","0","1","0","1","10","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3099179267883301","550","11","14","196","98","41","0","1","0","1","8","6","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"7.0414118766784703","1143","12","7","49","","27","0","1","0","1","8","6","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6970338821411097","810","18","7","49","115","39","0","4","1","1","8","8","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"5.7462029457092303","313","12","10","100","60","20","1","6","0","1","","9","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5944128036498997","731","18","1","1","135","36","0","1","0","1","","4","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4377517700195304","625","16","3","9","132","35","0","1","0","1","9","10","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3767271041870099","588","14","4","16","106","33","0","1","0","1","16","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.9269261360168501","375","14","6","36","113","28","0","1","0","1","12","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.7056388854980504","817","16","7","49","102","43","0","6","1","1","14","11","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"6.7627301216125497","865","14","10","100","91","32","0","1","0","1","15","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.8579330444335902","350","15","7","49","104","30","0","1","1","1","12","12","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"5.3082680702209499","202","13","5","25","","22","0","1","1","1","12","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.2245578765869096","505","13","13","169","97","43","0","1","1","1","16","16","1","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0"
"6.7044138908386204","816","17","7","49","125","41","0","1","0","1","12","13","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4377517700195304","625","18","2","4","123","41","0","6","0","1","14","12","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6450910568237296","769","18","8","64","128","35","0","6","0","1","16","16","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"6.2146081924438503","500","17","4","16","133","38","0","6","0","1","16","17","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4281048774719203","619","17","4","16","114","32","0","1","0","1","12","8","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"6.4769730567932102","650","12","12","144","103","40","0","1","0","1","","8","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6450910568237296","769","18","4","16","130","36","0","1","0","1","10","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.2383251190185502","512","12","8","64","97","33","0","1","0","1","10","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4377517700195304","625","18","7","49","132","46","0","1","0","1","12","13","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"7.0130162239074698","1111","14","11","121","98","41","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5806388854980504","721","13","9","81","108","41","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"7.0509901046752903","1154","14","12","144","107","44","0","1","0","1","13","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.7178049087524396","827","18","10","100","129","40","0","6","0","0","18","18","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.8276290893554696","923","16","12","144","","56","0","1","0","1","14","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.9810061454772896","1076","17","5","25","132","42","0","1","0","1","14","17","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"6.4377517700195304","625","12","15","225","101","37","0","1","0","1","","8","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.1312270164489702","460","13","8","64","92","24","0","1","0","1","","8","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.8023948669433603","900","14","4","16","108","39","1","6","0","1","8","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5250301361084002","682","18","5","25","132","","0","1","0","1","8","9","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"6.0185928344726598","411","12","6","36","","20","0","1","0","1","10","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4377517700195304","625","13","8","64","106","35","0","1","0","1","12","15","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"6.9127430915832502","1005","18","8","64","123","46","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5861721038818404","725","11","7","49","109","24","0","1","0","1","9","11","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6200728416442898","750","15","6","36","103","35","0","1","0","1","8","11","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.2709879875183097","529","14","9","81","108","33","0","1","0","1","","8","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6.87935590744019","972","17","6","36","122","47","0","1","0","1","8","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.1569790840148899","472","12","8","64","109","36","0","1","0","0","12","12","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0"
"5.7838249206543004","325","12","6","36","102","35","0","6","0","1","12","12","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0"
"6.7742238044738796","875","12","16","256","109","44","0","1","0","1","","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4377517700195304","625","13","15","225","100","40","0","1","0","1","9","10","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.8200831413268999","337","12","8","64","93","29","0","1","0","1","8","10","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.1758670806884801","481","16","5","25","115","37","0","1","0","1","5","5","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4769730567932102","650","9","14","196","","","0","6","0","1","5","","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"5.9480347633361799","383","16","3","9","","39","0","6","0","1","5","4","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"6.8690137863159197","962","18","6","36","125","50","0","1","0","1","15","14","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4216217994689897","615","16","7","49","106","31","0","6","0","0","13","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.55393409729004","702","14","8","64","113","43","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4536252021789604","635","14","11","121","122","41","0","6","0","1","","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.2983169555664098","200","12","10","100","","35","0","4","0","1","10","11","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"6.7056388854980504","817","12","9","81","116","43","0","1","0","1","10","10","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3578419685363796","577","14","6","36","116","39","0","1","0","1","","12","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.14418601989746","466","17","3","9","105","34","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.8287119865417498","924","16","7","49","","39","0","1","0","1","","12","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6758232116699201","793","16","9","81","112","38","0","1","1","1","12","12","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6.4536252021789604","635","14","8","64","113","32","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3456358909606898","570","12","7","49","","22","0","6","0","1","","","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5581979751586896","705","16","7","49","94","37","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4536252021789604","635","14","8","64","103","40","0","1","0","1","12","9","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5424718856811497","694","12","12","144","102","36","0","1","0","1","","12","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0"
"6.4216217994689897","615","13","15","225","109","47","0","1","0","1","10","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.1355648040771502","462","16","4","16","130","34","0","6","0","1","15","10","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.7627301216125497","865","12","16","256","105","45","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6025881767272896","737","18","9","81","134","46","0","1","1","1","12","12","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"7.2442269325256303","1400","12","7","49","","39","0","1","0","1","8","14","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6945619583129901","808","12","13","169","105","43","0","1","0","1","","7","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0"
"6.4831080436706499","654","16","4","16","104","36","0","1","0","1","11","12","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"5.7037830352783203","300","12","7","49","112","35","0","1","0","1","","12","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3578419685363796","577","16","8","64","115","37","0","4","0","1","8","10","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.5797300338745099","265","16","2","4","","44","0","6","0","1","10","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.3868789672851598","594","18","7","49","117","33","0","1","0","0","8","8","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.7838249206543004","325","17","3","9","114","29","0","1","0","1","12","8","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"5.9532427787780797","385","16","2","4","118","37","0","6","0","0","12","8","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.90775489807129","1000","18","1","1","107","32","0","1","0","1","12","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.1420369148254403","465","18","4","16","120","49","0","6","0","1","8","11","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.0867748260498002","440","16","6","36","131","43","0","6","0","1","16","18","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"6.4377517700195304","625","16","5","25","124","40","0","6","0","1","16","17","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"5.6524891853332502","285","17","4","16","121","36","0","1","0","1","11","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.4769730567932102","650","14","7","49","110","35","0","1","0","1","10","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6945619583129901","808","13","6","36","103","34","0","1","0","1","10","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.2146081924438503","500","12","6","36","","26","0","1","0","1","10","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.7226300239562997","831","16","4","16","115","45","0","1","0","1","14","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.2146081924438503","500","12","13","169","96","33","0","1","0","1","8","6","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.5410299301147496","693","17","9","81","123","48","0","1","0","1","12","12","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"7.0030660629272496","1100","12","9","81","101","37","0","1","0","1","12","10","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6372580528259304","763","12","7","49","98","34","0","1","0","1","8","12","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"6.6783418655395499","795","12","9","81","","28","0","1","0","1","8","9","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"5.8081431388854998","333","16","3","9","108","31","0","6","0","1","7","8","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.0137147903442401","409","18","6","36","138","39","0","1","0","1","16","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.7627301216125497","865","16","5","25","121","37","0","1","0","1","","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.7889719009399396","888","12","13","169","96","34","0","1","0","1","8","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.5117449760437003","673","12","16","256","89","47","0","1","0","1","","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.5510802268981898","700","12","15","225","109","43","0","6","0","0","7","","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"5.5214610099792498","250","18","9","81","133","44","0","6","1","1","16","16","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.4377517700195304","625","11","10","100","84","32","0","6","0","1","11","9","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.0330858230590803","417","13","12","144","","37","0","4","0","1","8","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.3561081886291504","576","13","9","81","98","51","0","1","0","1","8","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.4183650016784703","613","12","8","64","85","27","1","6","0","1","12","9","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.5510802268981898","700","12","13","169","105","","0","1","0","1","11","9","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.1092481613159197","450","12","6","36","93","20","0","6","0","1","11","9","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.2146081924438503","500","16","6","36","115","38","0","1","0","1","","12","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.2422227859497097","514","12","7","49","","36","0","1","0","0","12","","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"5.5214610099792498","250","16","3","9","146","45","0","6","0","1","12","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"5.7525730133056596","315","12","6","36","","32","0","6","0","0","12","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"5.9269261360168501","375","12","11","121","82","32","0","1","0","1","9","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.1246829032897896","457","15","13","169","120","45","0","1","0","0","","12","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0"
"5.6167712211608896","275","12","9","81","","26","1","6","0","1","","","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"6.8575139045715297","951","12","10","100","122","38","0","1","0","1","","12","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0"
"7.0166101455688503","1115","16","10","100","","49","0","1","0","1","8","9","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"5.6664271354675302","289","16","3","9","128","31","0","6","0","0","12","14","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.2146081924438503","500","16","3","9","110","34","0","1","0","1","","","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.5875501632690403","726","18","8","64","114","46","0","1","0","1","16","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"7.1428279876709002","1265","18","5","25","117","48","0","1","0","1","18","12","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.4183650016784703","613","17","3","9","109","40","1","6","0","1","18","18","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"6.3007860183715803","545","12","10","100","91","35","0","6","0","1","10","11","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"5.6276211738586399","278","13","9","81","107","32","0","1","0","1","12","8","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"7.2737870216369602","1442","18","10","100","114","55","0","1","0","1","16","12","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
